resume_title,jd_title,label
"QA Tester, Automation Engineer",Data Analyst,0.5130085255314664
Security Analyst,Research Assistant,0.34272584184280874
"DevOps Engineer, Teaching Assistant, UX Designer",Intern,0.5322073507164986
"Automation Engineer, Software Engineer","DevOps Engineer, Cloud Architect, Security Analyst",0.5031870098057247
"Database Administrator, Site Reliability Engineer, Cloud Architect",QA Tester,0.602117627484821
"Technical Lead, QA Tester","Machine Learning Engineer, Site Reliability Engineer, Technical Lead",0.32974728858568403
"Backend Developer, Intern, Research Assistant",Data Analyst,0.6297123231409595
"Mobile App Developer, Database Administrator","Backend Developer, Database Administrator",0.3326100035052969
Site Reliability Engineer,Automation Engineer,0.3325192440273838
"Mobile App Developer, Cloud Architect","QA Tester, Full Stack Engineer",0.34075233333913435
QA Tester,"Automation Engineer, Cloud Architect",0.45987853032650583
"Research Assistant, Software Engineer, Data Scientist","Automation Engineer, Research Assistant",0.6436748271427146
"Data Analyst, DevOps Engineer",Technical Lead,0.6434858350384249
"AI Engineer, Site Reliability Engineer","Research Assistant, Cloud Architect, Full Stack Engineer",0.6316156593222779
"Engineering Manager, Full Stack Engineer","AI Engineer, Software Engineer, Frontend Developer",0.18192075880406347
Technical Lead,"Security Analyst, Mobile App Developer, Data Analyst",0.4612959295190323
Technical Lead,"Cloud Architect, AI Engineer",0.2603425941264642
"Research Assistant, Database Administrator",Engineering Manager,0.5396011309333688
Security Analyst,"UX Designer, QA Tester",0.30888895848192843
DevOps Engineer,"UI Developer, UX Designer, Product Manager",0.5083358213123172
Research Assistant,"AI Engineer, Automation Engineer, QA Tester",0.157877060736419
"Project Coordinator, Full Stack Engineer",Engineering Manager,0.16818206770337704
"Technical Lead, Mobile App Developer","Full Stack Engineer, Database Administrator",0.29713135495174003
"Project Coordinator, Security Analyst","Software Engineer, Data Scientist",0.5972906893165589
"Frontend Developer, Teaching Assistant, Automation Engineer","Database Administrator, Software Engineer, Product Manager",0.5967640893633066
"Engineering Manager, UI Developer, Machine Learning Engineer",Database Administrator,0.3060735488766614
"Engineering Manager, Security Analyst","Security Analyst, Engineering Manager",0.5909636413569935
"Site Reliability Engineer, Backend Developer","Technical Lead, UI Developer, Product Manager",0.28001811132505533
"Machine Learning Engineer, Full Stack Engineer, Data Analyst","UI Developer, AI Engineer",0.5603404088414436
"Cloud Architect, Frontend Developer, Mobile App Developer","Research Assistant, Intern, Database Administrator",0.5776917738796157
"Full Stack Engineer, Intern, Teaching Assistant",Data Scientist,0.20697159435527285
"Project Coordinator, Security Analyst",Cloud Architect,0.19638268281325172
"Database Administrator, DevOps Engineer","Data Analyst, Site Reliability Engineer",0.51625272973437
DevOps Engineer,"Backend Developer, QA Tester, Software Engineer",0.23641452618444767
Mobile App Developer,"Software Engineer, Machine Learning Engineer",0.21666215302315595
"Backend Developer, AI Engineer, Product Manager",Backend Developer,0.19896496900549254
"Product Manager, Data Scientist",Automation Engineer,0.6187674704968873
"Data Scientist, Machine Learning Engineer","Machine Learning Engineer, Data Scientist",0.29330507438067555
"Database Administrator, AI Engineer, Security Analyst",Teaching Assistant,0.5923878974440907
"Frontend Developer, Research Assistant","Cloud Architect, Site Reliability Engineer, Mobile App Developer",0.2099705884474084
"Cloud Architect, Security Analyst","Teaching Assistant, Security Analyst",0.6412967688605409
"Project Coordinator, AI Engineer","DevOps Engineer, Data Scientist",0.3213470273239763
"Machine Learning Engineer, Teaching Assistant","Full Stack Engineer, Data Scientist",0.2605965134995905
"AI Engineer, Data Scientist, Research Assistant","Intern, Product Manager",0.30953923899250013
"Mobile App Developer, Project Coordinator",Security Analyst,0.4787901605350776
"Cloud Architect, QA Tester, Machine Learning Engineer","Product Manager, UI Developer, Project Coordinator",0.4873432770271653
Data Analyst,QA Tester,0.5768764538767339
Automation Engineer,"Technical Lead, Cloud Architect, Data Scientist",0.5868186405328836
"Cloud Architect, Research Assistant","Intern, Machine Learning Engineer, Backend Developer",0.2154788162971013
"Mobile App Developer, Automation Engineer, AI Engineer","Mobile App Developer, Automation Engineer, AI Engineer",0.28177591278851544
"Cloud Architect, UI Developer","UX Designer, Security Analyst, Database Administrator",0.27080230777372716
"Data Analyst, Intern, DevOps Engineer",Project Coordinator,0.5405734534761932
"Database Administrator, Product Manager","UI Developer, Project Coordinator, Cloud Architect",0.309560966729739
"Mobile App Developer, Machine Learning Engineer, UX Designer","Technical Lead, Engineering Manager, Software Engineer",0.49911063266793054
"Database Administrator, UI Developer, Project Coordinator",Mobile App Developer,0.5600116077485342
Technical Lead,"Site Reliability Engineer, Machine Learning Engineer, Technical Lead",0.3396019364229093
"Project Coordinator, Technical Lead, Engineering Manager",Site Reliability Engineer,0.5396142326034234
"Engineering Manager, Product Manager",Engineering Manager,0.18160226455106346
"Full Stack Engineer, QA Tester, Software Engineer","Software Engineer, Cloud Architect",0.18322859008171546
"Cloud Architect, Software Engineer","Product Manager, AI Engineer, Backend Developer",0.21375654292914786
"Frontend Developer, QA Tester, Security Analyst","Research Assistant, Teaching Assistant",0.47277466140506624
"Research Assistant, Intern, Product Manager","Automation Engineer, Project Coordinator, Security Analyst",0.46172602573397736
"Full Stack Engineer, Frontend Developer","Mobile App Developer, Data Scientist, DevOps Engineer",0.2015782370802665
Full Stack Engineer,"UX Designer, Mobile App Developer",0.4812953961945929
"Cloud Architect, Intern","Full Stack Engineer, Backend Developer, Data Analyst",0.18935549010338734
"Project Coordinator, Intern, UX Designer","Data Analyst, UI Developer",0.27911918306659406
"UX Designer, Technical Lead, Mobile App Developer","Intern, Software Engineer",0.5884009475109886
"Data Analyst, Software Engineer, Database Administrator","Automation Engineer, Product Manager",0.15893093734005326
Engineering Manager,"Software Engineer, Intern",0.5897486506268794
"Intern, DevOps Engineer, Security Analyst","Automation Engineer, Intern, AI Engineer",0.6221636420509872
"Mobile App Developer, Teaching Assistant","UX Designer, Database Administrator, AI Engineer",0.2308748375098165
"Full Stack Engineer, Data Analyst",Database Administrator,0.2508336866710771
"UX Designer, Security Analyst, Engineering Manager","Security Analyst, Project Coordinator, Technical Lead",0.26274405465627626
"Data Scientist, Mobile App Developer",Automation Engineer,0.5625787098686976
"UX Designer, Research Assistant, AI Engineer","Database Administrator, Technical Lead",0.2814975326289601
Data Scientist,"Data Analyst, Database Administrator, UX Designer",0.6124735594184739
"Engineering Manager, Machine Learning Engineer","QA Tester, Data Analyst, Machine Learning Engineer",0.2035813525357113
AI Engineer,Data Scientist,0.5135512185888365
"Site Reliability Engineer, Product Manager","Teaching Assistant, Intern",0.46194330744585294
"Machine Learning Engineer, Full Stack Engineer","Machine Learning Engineer, Full Stack Engineer",0.5353804151312416
"Teaching Assistant, Mobile App Developer",Frontend Developer,0.625821044126627
"Mobile App Developer, Technical Lead, Intern",Product Manager,0.4654582565325711
"Teaching Assistant, Full Stack Engineer, Machine Learning Engineer","Intern, QA Tester, Data Analyst",0.49451326264126516
"UI Developer, Site Reliability Engineer, AI Engineer","Teaching Assistant, Security Analyst",0.19380115895046726
"Technical Lead, Research Assistant, Backend Developer","Data Scientist, Project Coordinator",0.26371405740088516
"QA Tester, Site Reliability Engineer","Teaching Assistant, Full Stack Engineer, AI Engineer",0.31219647559492547
"UX Designer, Full Stack Engineer","Cloud Architect, UI Developer",0.5212977561429759
"AI Engineer, Backend Developer, Teaching Assistant",QA Tester,0.1806289512011384
"Mobile App Developer, Project Coordinator, Engineering Manager","Machine Learning Engineer, Database Administrator, Software Engineer",0.47094255740179225
"Frontend Developer, Database Administrator, Cloud Architect",Data Analyst,0.5809050343794702
"Intern, Research Assistant","Intern, Research Assistant",0.2641521617259355
"Project Coordinator, Cloud Architect","Software Engineer, UX Designer",0.333622861781893
Product Manager,Intern,0.542852470922454
QA Tester,"DevOps Engineer, Project Coordinator, Engineering Manager",0.20223927401535546
"Cloud Architect, Machine Learning Engineer","Mobile App Developer, Teaching Assistant, Product Manager",0.31062657563719276
"Data Scientist, Frontend Developer, Site Reliability Engineer","Database Administrator, Research Assistant, Intern",0.4489191199704454
Database Administrator,Security Analyst,0.2585375670260309
"Project Coordinator, DevOps Engineer, Product Manager",Automation Engineer,0.1589893827729143
"Backend Developer, Teaching Assistant, Site Reliability Engineer","Software Engineer, Engineering Manager, Product Manager",0.5385993215751175
"Teaching Assistant, Data Scientist",Teaching Assistant,0.21016140141415518
"Database Administrator, QA Tester, Software Engineer","Database Administrator, Cloud Architect",0.48144637492112335
"DevOps Engineer, Engineering Manager, Research Assistant","DevOps Engineer, Site Reliability Engineer",0.3429898459177972
"Research Assistant, QA Tester, Product Manager",Cloud Architect,0.4524071825252702
UI Developer,"Product Manager, Automation Engineer, Backend Developer",0.3020595338200326
"Mobile App Developer, Engineering Manager, Database Administrator","Engineering Manager, Database Administrator, Mobile App Developer",0.5366123798579394
"UX Designer, Data Analyst, Backend Developer",QA Tester,0.356256819331099
"Automation Engineer, Security Analyst","Product Manager, Data Scientist",0.525655763787628
"Site Reliability Engineer, Software Engineer",Technical Lead,0.6156437909897959
Data Analyst,Security Analyst,0.3062370951009685
Technical Lead,"Research Assistant, Database Administrator",0.5958231127667241
"Software Engineer, Product Manager","Site Reliability Engineer, Backend Developer, QA Tester",0.26439983422616053
"Intern, UI Developer, UX Designer","Data Scientist, Database Administrator",0.2935179662230758
AI Engineer,"UX Designer, Research Assistant, QA Tester",0.2731806235614558
UI Developer,Cloud Architect,0.26268659081712764
AI Engineer,Automation Engineer,0.30342529500496807
"QA Tester, Backend Developer","Teaching Assistant, Research Assistant, AI Engineer",0.5517520328657362
"Technical Lead, DevOps Engineer, Teaching Assistant","Full Stack Engineer, Machine Learning Engineer, Engineering Manager",0.5223321090765513
"Software Engineer, Research Assistant, Backend Developer","Research Assistant, Data Analyst, Automation Engineer",0.2234967907760248
"Teaching Assistant, Site Reliability Engineer, Mobile App Developer","Teaching Assistant, Mobile App Developer, Site Reliability Engineer",0.49775752798476747
Product Manager,"DevOps Engineer, Security Analyst",0.2773523541107208
"Research Assistant, Data Analyst",Technical Lead,0.3169244785335851
"Data Analyst, Intern","UX Designer, DevOps Engineer, Data Scientist",0.6453372115260538
"Frontend Developer, Project Coordinator, Research Assistant","Research Assistant, Project Coordinator, Frontend Developer",0.5895054087807885
"AI Engineer, Research Assistant, Frontend Developer","Data Analyst, Full Stack Engineer, AI Engineer",0.5506973125333542
Research Assistant,"UX Designer, Project Coordinator, Technical Lead",0.6302615946140657
UI Developer,"Backend Developer, Automation Engineer",0.48044505279098243
Product Manager,Frontend Developer,0.6400006083185326
"Automation Engineer, Database Administrator","Full Stack Engineer, Frontend Developer, Security Analyst",0.209245246956956
Mobile App Developer,Mobile App Developer,0.24059400223697355
Frontend Developer,"Mobile App Developer, Engineering Manager",0.49093242121711883
"Database Administrator, Intern, Data Scientist","Software Engineer, Mobile App Developer",0.470557268043376
QA Tester,"UI Developer, Site Reliability Engineer, Automation Engineer",0.17996623649409385
Teaching Assistant,"AI Engineer, DevOps Engineer",0.3395542018350138
"Product Manager, Backend Developer, Database Administrator","Project Coordinator, DevOps Engineer, Data Scientist",0.5593139496514983
"Frontend Developer, Research Assistant","Site Reliability Engineer, UI Developer",0.6383659657821825
"Automation Engineer, Intern","Technical Lead, Security Analyst",0.18781699494645007
"Machine Learning Engineer, Software Engineer","Frontend Developer, Intern",0.5975246538649586
"Teaching Assistant, Intern",Software Engineer,0.20715353209772053
"Mobile App Developer, Machine Learning Engineer, Software Engineer",Cloud Architect,0.5169122413883093
QA Tester,"Technical Lead, Machine Learning Engineer, Research Assistant",0.5964782284245222
"Engineering Manager, Project Coordinator",Technical Lead,0.3064168745353655
"Cloud Architect, Technical Lead",QA Tester,0.18598584492558404
Research Assistant,"Product Manager, Site Reliability Engineer",0.5155423353481469
Automation Engineer,Automation Engineer,0.6468374502158081
Software Engineer,Product Manager,0.46665458066753396
"AI Engineer, Technical Lead, Intern","Intern, Frontend Developer",0.3375603237895706
"Security Analyst, Product Manager, Research Assistant","DevOps Engineer, Cloud Architect, Product Manager",0.5581567809895002
"Product Manager, DevOps Engineer, Frontend Developer",Frontend Developer,0.6094268308157029
"UX Designer, Frontend Developer, Cloud Architect","QA Tester, Site Reliability Engineer",0.45847950678828175
UX Designer,Cloud Architect,0.18809547133854967
"Data Analyst, Cloud Architect, Database Administrator",Product Manager,0.22767155184073656
Intern,"Engineering Manager, Security Analyst, Backend Developer",0.6472530279113988
"Automation Engineer, Engineering Manager, Software Engineer",Teaching Assistant,0.21689742084655717
"DevOps Engineer, Database Administrator","Product Manager, Machine Learning Engineer, Mobile App Developer",0.35552037675443443
"Frontend Developer, Database Administrator","Frontend Developer, Database Administrator",0.26801295379110346
"QA Tester, Data Scientist, Software Engineer","Engineering Manager, Frontend Developer",0.34862887848891894
DevOps Engineer,Software Engineer,0.589162419848144
Full Stack Engineer,"Machine Learning Engineer, Engineering Manager, Research Assistant",0.3491471619733654
"Frontend Developer, Software Engineer, Data Scientist",QA Tester,0.5289462100825739
"Mobile App Developer, Site Reliability Engineer, Project Coordinator","Backend Developer, Machine Learning Engineer, DevOps Engineer",0.17857872178720444
"Full Stack Engineer, Engineering Manager",UI Developer,0.468253847110112
"Teaching Assistant, Frontend Developer, Site Reliability Engineer",Automation Engineer,0.6482016306629048
UI Developer,"Data Scientist, QA Tester",0.48776844014886955
"Engineering Manager, Technical Lead",Mobile App Developer,0.5674704476721691
Intern,"Product Manager, Teaching Assistant, Project Coordinator",0.2468777272933904
"AI Engineer, Machine Learning Engineer","Site Reliability Engineer, Mobile App Developer, Backend Developer",0.17574287419522874
"Data Scientist, Software Engineer","Cloud Architect, QA Tester",0.6153356219775448
"Software Engineer, Mobile App Developer",Full Stack Engineer,0.21554171278697232
"Engineering Manager, Backend Developer, Cloud Architect","Data Scientist, Automation Engineer",0.5348290022308508
"Full Stack Engineer, Research Assistant, Security Analyst","DevOps Engineer, UX Designer",0.25465707748308775
Engineering Manager,"UI Developer, Research Assistant",0.5644513877793522
Cloud Architect,"Software Engineer, Database Administrator, Product Manager",0.5742385514491642
"Data Scientist, Teaching Assistant, Frontend Developer","Technical Lead, Automation Engineer",0.4536040043997918
Engineering Manager,"Data Analyst, Database Administrator",0.34322574319004423
"UX Designer, Machine Learning Engineer, Full Stack Engineer","Database Administrator, Technical Lead",0.5026477568049932
"Full Stack Engineer, Product Manager","Technical Lead, Teaching Assistant",0.6420385538716389
Frontend Developer,Data Analyst,0.23165123296061566
Mobile App Developer,"UX Designer, Product Manager",0.31160163513178807
"Automation Engineer, Engineering Manager, Technical Lead",UI Developer,0.6314063322036236
Teaching Assistant,Data Analyst,0.5509772051764801
"Machine Learning Engineer, Full Stack Engineer",Data Analyst,0.27092635447021707
"Frontend Developer, Data Analyst",Full Stack Engineer,0.6308274623382728
Cloud Architect,AI Engineer,0.520641320825576
"DevOps Engineer, Research Assistant, UI Developer",Site Reliability Engineer,0.5505857977872026
Engineering Manager,Automation Engineer,0.18101309825511633
"Data Analyst, Research Assistant, Site Reliability Engineer","Security Analyst, Machine Learning Engineer",0.6012076971801714
"UI Developer, Intern","Software Engineer, Frontend Developer",0.6308778688430045
Machine Learning Engineer,Full Stack Engineer,0.21087967670770152
Full Stack Engineer,Full Stack Engineer,0.3120230363307962
"Automation Engineer, UX Designer, Intern","QA Tester, Site Reliability Engineer",0.3312612756207132
Research Assistant,"Data Scientist, Site Reliability Engineer",0.5012550990250972
Teaching Assistant,QA Tester,0.2907549355265149
Database Administrator,"Automation Engineer, UI Developer, Machine Learning Engineer",0.5003071440626745
"Engineering Manager, Automation Engineer, Full Stack Engineer","Full Stack Engineer, Automation Engineer, Engineering Manager",0.6336888708059388
"Software Engineer, Product Manager, Frontend Developer","Data Analyst, Engineering Manager, Machine Learning Engineer",0.6137133810522957
"Data Analyst, Engineering Manager, Full Stack Engineer","Intern, Research Assistant",0.3532375162803816
Teaching Assistant,"Intern, Engineering Manager",0.17303707141498428
"Mobile App Developer, Software Engineer, Security Analyst","Product Manager, QA Tester",0.5927202782034875
"Database Administrator, Project Coordinator","Technical Lead, Machine Learning Engineer, Software Engineer",0.5621669888639099
"DevOps Engineer, Full Stack Engineer, QA Tester",Backend Developer,0.6022334462497383
"Frontend Developer, Machine Learning Engineer",Database Administrator,0.16185049989764844
"UX Designer, Research Assistant","Research Assistant, Frontend Developer, Full Stack Engineer",0.6425791021023135
"Data Scientist, Security Analyst, AI Engineer","Full Stack Engineer, Database Administrator",0.6221761952123859
Project Coordinator,Automation Engineer,0.551861748843033
"Backend Developer, Frontend Developer, AI Engineer",Data Analyst,0.5317560859872164
"QA Tester, DevOps Engineer, Technical Lead","Intern, QA Tester, Product Manager",0.5221817805101205
Database Administrator,"Product Manager, Teaching Assistant, AI Engineer",0.2118340674289268
Full Stack Engineer,"Software Engineer, Data Scientist",0.25202387460311826
"Site Reliability Engineer, Teaching Assistant",Data Scientist,0.6316519310480271
"Full Stack Engineer, Software Engineer","UX Designer, QA Tester",0.611541219244578
Software Engineer,Project Coordinator,0.48150917992925474
Software Engineer,"UX Designer, Mobile App Developer",0.33155812605313983
"Engineering Manager, Teaching Assistant, Data Scientist","QA Tester, Research Assistant, Mobile App Developer",0.2314941015542872
"Machine Learning Engineer, Project Coordinator, AI Engineer",Intern,0.45121149581004677
"Product Manager, Intern","Data Analyst, AI Engineer, QA Tester",0.4700644093690365
"Teaching Assistant, Automation Engineer, Project Coordinator",Security Analyst,0.44992822322994463
Mobile App Developer,Full Stack Engineer,0.30964154306114144
"UI Developer, AI Engineer, Software Engineer","Cloud Architect, Product Manager",0.2993417399436443
"Data Analyst, Data Scientist, Software Engineer",AI Engineer,0.6297090012179072
